Judul,Sinopsis,Genre
The Robe - Jubah Kristus,"Marcellus, seorang Panglima Legiun Romawi, yang ditugasi menyalibkan Yesus, memenangkan jubah Yesus setelah membuang undi dengan rekan-rekannya. Setelah mendengar latar belakang kisah Yesus, minatnya terbangkit, dan dia pun pergi untuk mencari tahu lebih banyak tentang jubah itu serta si orang Nazaret pemiliknya. Pencarian Marcellus membawanya ke jantung Kristianitas yang mulai berkembang di zaman Romawi kuno, di tengah penganiayaan oleh Kaisar Caligula yang kejam dan takut kekuasaannya digulingkan.",Sejarah
Cerita Calon Arang,"Cerita Calon Arang bertutur tentang kehidupan seseorang perempuan tua yang jahat. Pemilik teluh hitam dan penghisap darah manusia. Ia pongah. Semua lawan politiknya dibabatnya. Yang mengkritik dihabisinya. Ia senang menganiaya sesama manusia, membunuh, merampas, dan menyakiti. Ia mempunyai banyak ilmu ajaib untuk membunuh orang murid-muridnya dipaksa berkeramas, berkeramas dengan darah manusia. Kalau mereka sedang berpesta tak ubahnya dengan sekawanan binatang buas, takut orang melihatnya yang jika ketahuan mengintip orang itu akan diseret ke tengah pesta dan dibunuh dan darahnya dipergunakan berkeramas. Tapi kejahatan ini juga pada akhirnya bisa ditumpas di tangan jejari kebaikan dalam sebuah operasi terpadu yang dipimpin oleh Empu Baradah. Empu ini bisa mengembalikan kehidupan masyarakat yang gonjang dan ganjing ke jalan yang benar sehingga hidup bisa lebih baik dan lebih tenang, tidak buat permainan segala macam kejahatan.",Sejarah
Mein Kampf,"""Hanya perdamaian abadi yang menghancurkan bangsa dan tidak ada individu maupun masyarakat yang dapat menghindari dekrit alam, yakni hanya yang dapat beradaptasilah yang akan bertahan hidup."" Mein Kampf lahir dari tangan Adolf Hitler, sang Fuhrer pemimpin kaum Nazi, ketika ia berada di dalam penjara selama tiga belas bulan, usai putsch (kudeta) yang gagal pada 1923. Mein Kampf menjadi kitab suci kaum Nazi. Dengan menekankan bahwa tak ada persamaan antar manusia, buku ini menyatakan bahwa ras Arya lebih tinggi dibanding ras mana pun. Ambisi-ambisi Hitler dalam Mein Kampf memuat skenario agar Jerman dapat menguasai dunia.",Sejarah
Api Paderi,"Tinggal Tengku Hudzail al-Alaf dan Datuak Sati yang bergulat dengan puluhan Laskar Putih. Bertubi-tubi tombak, pedang, dan badiak menghujani mereka berdua. Sekali mereka berkelit, menghindar. Tapi sabetan itu terlalu banyak, hingga akhirnya. ""Sreeeetzzttttttttttss!"" Perang Paderi memang meninggalkan kenangan heroik sekaligus trauma dalam memori bangsa Indonesia. Periode pertama perang itu (1803-1821) adalah perang saudara. Praktis yang saling berbunuhan adalah orang Minang dengan Mandailing (Batak). Perang ini disebabkan keinginan para ulama di Kerajaan Pagaruyung untuk menerapkan dan menjalankan syariat Islam sesuai mazhab Wahabi. Kemudian pemimpin para ulama yang tergabung falam Harimau nan Salapan meminta Tuanku Lintau untuk mengajak Raja Pagaruyung Sultan Muning Alamsyah beserta kaum Adat untuk meninggalkan beberapa kebiasaan yang tidak sesuai dengan ajaran Islam. Diilhami dari sejarah Mohammad Solihin merangkai cerita dalam novel ini menjadi menarik. Dibungkus dengan bahasa yang indah, pembaca akan disihir dengan keuntungan novel ini sendiri. Mampukah Tengku Hudzail al-Ala dan Datuak Sati bertahan dari puluhan tombak, pedang, dan badiak para Laskar Putih?",Sejarah
Joko Tingkir Berjuang Demi Takhta Pajang,"Puluhan siluman buaya mendatangi gethek yang ditumpangi rombongan Jaka Tingkir. Semua orang dalam rombongan: Mas Manca, Ki Wuragil, dan Ki Wila, menghalau sekuat tenaga. Namun, siluman-siluman buaya itu tak mundur, malah maju makin beringas. Sementara itu, Jaka Tingkir maju menunjukkan keperkasaannya, bertarung melawan buaya. Diincarnya, buaya terbesar yang menjadi pemimpinnya, lantas dipukulnya dengan segenap-genap kekuatannya. Setelah ayahnya, Kebo Kenanga atau Ki Ageng Pengging, dihukum mati karena dituduh memberontak kepada Kasultanan Demak, Karebet harus hidup dengan ibunya, Nyai Ageng Pengging. Namun, selang beberapa saat kemudian. Nyai Ageng Pengging, turut meninggal pula. Setelahnya, Karebet diangkat asuh oleh Nyai Ageng Tingkir yang hidup sebatang kara, dan berjuluk: Jaka Tingkir. Ketika itulah, Jaka Tingkir mulai menempa dirinya kepada beberapa orang sakti guna menjadi ksatria mumpuni. Di mana selanjutnya, ia melakukan petualangan demi petualangan untuk mendapatkan makna hidup hingga akhirnya ia berhasil menjadi Sultan Pajang. Tiap-tiap cerita yang dituturkan oleh Agus Wahyudi dalam novel ini selain merangsang untuk dibaca hingga akhir. Cerita yang logis dan runutan alurnya sangat apik untuk terus diikuti. Tak hanya menceritakan tokoh utama sebagai pokok bangunan ceritanya, masa lalu sebelum tokoh utama lahir juga diceritakan sebagai bumbu pemanis yang patut untuk diikuti. Berlatar belakang cerita sejarah yang cukup terkenal di dalam kehidupan masyarakat, Agus Wahyudi membuat novel ini makin melekat di hati pembaca. Lantas bagaimana kisah perjuangan Jaka Tingkir mendapatkan takhta Pajang?",Sejarah
Student Hidjo,"""Saya cuma seorang saudagar. Kamu tahu sendiri. Waktu ini, orang seperti saya masih dipandang rendah oleh orang-orang yang menjadi pegawai Gouvemement. Kadang-kadang saudara kita sendiri, yang juga turut menjadi pegawai Gouvemement, dia tidak mau kumpul dengan kita. Sebab dia pikir derajatnya lebih tinggi daripada kita yang hanya menjadi saudagar atau petani. Maksud saya mengirimkan Hidjo ke Negeri Belanda itu, tidak lain supaya orang-orang yang merendahkan kita bisa mengerti bahwa manusia itu scfaa saja. Buktinya anak kita juga bisa belajar seperti regent-regent dan pangeran-pangeran."" Meskipun dilema melanda hatinya, karena meninggalkan ibunya dan kekasihnya, Raden Adjeng Biroe, Hidjo akhirnya tetap berangkat ke Belanda naik Kapal Api Gunung. Raden Potronojo mengirimnya ke Belanda untuk sekolah insinyur. Novel karya Mas Marco Kartodikromo ini pertama kali ditulis tahun 1918 sebagai cerita bersambung di harian Sinar Hindia, kemudian terbit sebagai buku tahun 1919. Novel ini merupakan salah satu novel perintis yang melahirkan sastra perlawanan, sebuah fenomena dalam sastra Indonesia sebelum perang. Di mana, novel ini menggambarkan tentang situasi zaman pergerakan menuju Indonesia, kemajuan berpikir lewat sekolah-sekolah bentukan Belanda dan pandangan-pandangan terhadap dunia Jawa yang makin bergerak. Apakah Hidjo mampu menyelesaikan studinya di Belanda?",Sejarah
Kakawin Nagarakertagama,"Ketika Raja kembali dari Simping menuju ke kerajaan, sedihlah akan penderitaan dan sakit yang dialami Sang Mahapatih Gajah mada itu, karena oleh kebijaksanaan dan kecemerlangan ilmu pengetahuannya diperoleh kekuasaan di Pulau jawa pada waktu itu, juga di Bali dan di Sadheng sebagai bukti keberhasilannya menaklukan musuh. Pada tahun saka tri-angin-ibu (1253/1331 M) sebagai permulaan ia memangku pemerintahaan menjadi penguasa dunia, emninggal dunia pada tahun saka rasa (1286/1364 M) tidak terkira hancurnya hati Raja menyebarkan kekecewaan di seluruh bumi.",Sejarah
HIKAYAT KADIROEN,"HIKAYAT KADIROEN adalah satu dari sedikit novel politik yang pernah terbit di zaman kolonial. Ditulis tahun 1919, ketika Semaoen si aktivis politik radikal itu dijebloskan ke penjara oleh pemerintah Hindia-Belanda selama empat bulan karena persdeLict.",Sejarah
Sumpah Palapa Gajahmada,"Ki AJAR WATU GUNUNG memerintahkan seorang muridnya bernama MADA untuk mengambil sebuah pusaka DWI RUPA di lereng gunung Arjuno. Ditengah menjalankan tugas dari gurunya, MADA bertemu dengan seorang pendekar yang mengaku KI DANISWARA yang mempunyai kepentingan yang sama. Setelah melalui pertarungan sengit MADA berhasil mendapatkan pusaka DWI RUPA. Mengetahui alasan KI DANISWARA mencari pusaka untuk kepentingan rakyat, MADA pun bersedia memberikan pusaka tersebut dengan risiko dia akan mendapatkan hukuman dari gurunya. Ketika tiba di tempat gurunya alangkah terkejutnya MADA melihat pusaka DWI RUPA sudah ada di tangan gurunya. Bagaimana pusaka tersebut bisa ke tangan gurunya? Bagaimana pula MADA dapat bergabung dengan kerajaan Majapahit dan berganti nama menjadi GAJAHMADA? Apakah tujuannya untuk menyatukan negeri ini dapat tercapai?",Sejarah
Ramayana : Kisah Rama dan Sinta,"Dalam masa pengasingan, Rama dan Laksamana harus menghadapi cobaan berat. Rama harus kehilangan istrinya yang ditinggal sendiri di hutan. Setelah mencari ke mana-mana, akhirnya Rama mengetahui istrinya diculik oleh Rahwana, raja raksasa dari negara Alengka. Untuk menyelamatkan istrinya, Rama harus menaklukkan negara Alengka yang mempunyai banyak satria yang sakti di samping harus membunuh raja Rahwana yang sakti dan tidak bisa mati. Dengan bantuan Laksamana, Sugriwa, dan Anoman, Rama membangun pasukan kera dan mulai menyerang negara Alengka. Bagaimanakah pasukan kera yang dipimpin Rama mengatasi para pasukan raksasa dari Alengka? Apakah Rama mampu mengalahkan Rahwana yang mempunyai umur sejagat raya itu? Apakah Sinta berhasil mempertahankan kesuciannya dari cengkraman Rahwana?",Sejarah
Jenghis Khan : Legenda Sang Penakluk dari Mongolia,"Di mana gerangan Jenghis Khan? Ia tidak mati. Inilah yang terjadi: Seorang raja di sebuah negeri nun jauh memiliki putri seelok mentari. Jenghis Khan meminta perawan itu. Sang raja diam-diam berkata pada putrinya: ini sebilah pisau, sangat kecil dan tajam. Sembunyikan di balik pakaianmu, dan kalau waktunya tiba kau tahu yang harus kaulakukan. Tatkala Yang Mulia Jenghis berbaring bersamanya, sang putri mengeluarkan pisau itu dan mengebirinya. Jenghis berteriak saat merasakan luka itu. Orang-orang bergegas masuk, namun Jenghis hanya berkata: bawa pergi gadis ini, aku ingin tidur. Jenghis terlelap dan tak pernah bangun dari tidur itu. Tetapi, bukankah Yang Mulia Jenghis akan menyembuhkan dirinya sendiri? Setelah pulih, ia akan terjaga dan menyelamatkan bangsanya"" - Dongeng rakyat Mongol, diadaptasi dari Owen Lattimore, Mongol Journeys Jenghis Khan adalah tokoh abadi dalam sejarah: pemimpin jenius, pendiri kerajaan darat terbesar duniadua kali lipat luas Romawi. Kematiannya yang misterius mempertaruhkan segalanya dalam bahaya, sehingga peristiwa itu tetap dirahasiakan sampai semua ahli warisnya berhasil mengamankan daerah taklukannya. Kerahasiaan menyelubungi dirinya sejak itu. Makamnya yang tak pernah ditemukan, dengan harta karun yang dibayangkan orang berada di dalamnya, terus jadi sasaran keingintahuan dan spekulasi. Di masa kini, Jenghis Khan kerap dianggap momok, pahlawan, dan manusia setengah dewa. Bagi umat Muslim, bangsa Rusia dan Eropa, dia seorang pembunuh massal. Namun di tanah kelahirannya, bangsa Mongol memujanya sebagai bapak bangsa; bangsa China menghormatinya sebagai pendiri dinasti; dan di kedua negara tersebut para pemuja mencari berkahnya.",Sejarah
SIWA: Kesatria Wangsa Surya,"Kisah ini terjadi ribuan tahun silam di Lembah Sungai Indus. Orang-orang di kurun itu menyebutnya Meluha. Penduduknya berumur sangat panjang berkat ramuan misterius bernama Somras, yang dicipta dari pohon Sanjiwani dan tirta suci Saraswati. Negeri yang dihuni Wangsa Surya ini menghadapi ancaman hebat ketika sungai utama mereka mengering perlahan-lahan. Mereka pun dirundung serangan para pengacau dari timur: negeri Wangsa Chandra. Keadaan bertambah gawat ketika Wangsa Chandra tampaknya bersekutu dengan kaum Naga, bangsa yang sangat lihai berperang. Ketika kejahatan merajalela, rakyat Meluha berharap pada sebuah ramalan kuno tentang seorang kesatria yang bakal tiba dan membebaskan mereka dari malapetaka. Dalam keputusasaan, muncul seorang pengungsi liar dari Gunung Kailasha, Tibet. Siwa namanya. Ciri-cirinya persis seperti ramalan. Apakah ia memang kesatria pembebas yang diramalkan? Dan apakah ia berhasrat menjadi juru selamat yang diharapkan? Terseret oleh arus takdirnya, oleh dharma, oleh cinta kepada kekasihnya, Siwa memimpin Wangsa Surya menerjang badai prahara. Didasarkan pada wiracarita dan sejarah kuno, novel langka ini mengungkap kisah tersembunyi tentang kehidupan Siwa sang Mahadewa",Sejarah
Ahangkara : Sengketa Kekuasaan dan Agama,"Demak tak pernah sanggup tidur nyenyak setelah menghancurkan Majapahit pada tahun 1478 dan menobatkan Nyo Lay Wa sebagai raja boneka. Kekuatan yang masih setia pada Majapahit bisa memberontak kapan saja. Penguasa Demak, Trenggana, pun menggalang kekuatan untuk menaklukkan tanah Jawa. Dahanapura dan Tuban menjadi dua wilayah pertama yang bakal ditundukkan. Dahanapura siap menyambut pasukan Demak setelah mengungsikan rakyatnya dan lontar-lontar warisan Majapahit. Di Tuban, telik sandi disebar, seluruh pasukan disiagakan. Namun, Demak dibayang-bayangi kekuatan yang ingin membelokkan tujuan perang. Penumpang gelap itu ingin mengubah perang penaklukan Jawa menjadi perang antar-keyakinan. Mereka ingin menghapus agama leluhur Jawa sekaligus aliran agama Rasul yang dianggap sesat, terutama Aliran Tuban Sunan Kalijaga dan Aliran Lemahbang Syekh Siti Jenar. Laskar Demak pimpinan Sunan Kudus berhasil menghancurkan Dahanapura yang mengobarkan perang puputan. Tuban terpaksa menyerah dalam hitungan hari. Atas nasihat Sunan Kalijaga, Adipati Tuban Arya Gegilang menjalankan Siasat Wijaya untuk melawan Demak. Strategi perang warisan Raden Wijaya ketika menumpas pasukan Tartar itu dijalankan selama 19 tahun tanpa henti. Perang telik sandi, persekongkolan, pengkhianatan, dan balas dendam terjadi sepanjang waktu.",Sejarah
Shin Heike Monogatari - The Heike Story,"Pada Abad Pertengahan, pusat perkembangan peradaban Jepang bukanlah Tokyo melainkan Kyoto. Kyoto adalah pusat pemerintahan oleh para bangsawan sejak kota ini berdiri hingga abad ke-12. Diujung sejarah kejayaannya, Kyoto yang memesona dirusak oleh kriminalis, kerusuhan, dan nafsu angkara. Kaum bangsawan melindas siapa saja, dan para biksu bersenjata meneror istana maupun rakyat jenaka. Kehilangan harapan, Kaisar meminta bantuan Klan Heike dan Klan Genji untuk meredam kekacauan. Berhasil menjalankan tugas kedua klan ini justru membawa bangsa Jepang pada pertikaian tak berkesudahan.",Sejarah
"Shinshu Tenmakyo 2: Penyusupan, Penyamaran, dan Taktik Perang","Ratusan pasukan Pangeran Inamaru berhasil menahan tiga ribu lebih pasukan Tokugawa dalam sebuah pertempuran di kaki Gunung Fuji. Tak hanya itu, dalam waktu bersamaan, pasukan kecil ini juga menggeser arah serangan dan berhasil membumi-hanguskan Benteng Hitoana, yang telah lama menjadi sarang para penyamun. Wada Rusonbei, si Ketua penyamun yang Ahli Sihir Barat, dan beberapa pengikut utamanya, berhasil kabur melewati terowongan rahasia. Pengintaian, penyergapan, dan pengejaran terus dilakukan pada kelompok ini hingga mereka terdampar ke Kyoto, bersekutu dengan berbagai kekuatan, dan melakukan aksi pembalasan. Informasi kedahsyatan taktik dan semangat perang pasukan Inamaru bahkan menyedot perhatian Hideyoshi ""si muka monyet"" di Puri Azuchi. Kendati sedang sibuk menyiapkan serangan ke Takigawa dengan tujuh puluh ribu pasukannya, Samurai Tak Berpedang ini mengirimkan intelijen andalannya, Kani Saizo. Menyaksikan langsung pertempuran di kaki Gunung Fuji, Saizo berkomentar kagum: ""Saat bertahan, pasukan Inamaru bagaikan hutan. Saat menyerang, mereka bagaikan angin kencang."" Selain wibawa kepahlawanan Klan Takeda yang memang penuh bara senjung-puja, apa saja sebenarnya rahasia di balik kedahsyatan pasukan Inimaru? Di Buku Kedua ini, Eiji Yoshikawa akan memberi Anda segudang pelajaran berharga tentang penyusupan, kamuflase, dan taktik perang bangsa Jepang abad ke-16. Juga, tentang bagaimana kemuliaan cara hidup bushido (kesederhanaan, kesetiaan, penguasaan seni bela diri, dan kehormatan sampai mati) mampu mengalahkan ambisi dan keserakahan pribadi.",Sejarah
Hidup (To Live),"Buku peraih penghargaan yang awalnya dilarang terbit lalu menjadi buku paling berpengaruh di China dekade terakhir ini. Dari seorang anak tuan tanah kaya yang menghabiskan waktu di meja judi dan ranjang pelacur, Fugui kehilangan harta dan orang-orang yang dicintainya. Dia berusaha bertahan hidup di tengah kekejaman perang saudara, absurditas Revolusi Kebudayaan, hingga bencana kelaparan yang melanda China akibat kekeliruan kebijakan Mao. Kisah tragis kehidupan seorang Fugui merangkum kengerian perjalanan sejarah negeri China di tengah ingar-bingar revolusi komunis. To Live adalah karya kontroversial salah satu novelis terbaik China yang sempat dilarang beredar di China, telah meraih berbagai penghargaan sastra internasional, difilmkan, dan telah diterjemahkan ke lebih dari 20 bahasa. Dengan kata-katanya yang sederhana namun bergemuruh dan menggugah, Yu Hua bercerita tentang sebuah China. Yang begitu nyata, tanpa basa-basi.",Sejarah
Naga Bhumi Mataram : Mengungkap Jati Diri,"Kapan pun, di mana pun! Urusan dan perkara kekuasaan itu milik elit. Itu berlaku tidak hanya saat ini, tapi berlaku juga jauh di masa silam. Seratus lima puluh tahun sebelum milenium pertama berakhir, panggung kekuasaan di tanah Yawadwipa telah membuktikan itu. Dua wangsa berdiri sebagai elit penguasa. Wangsa Sanjaya dan Wangsa Syailendra. Bersaing dan bertarung untuk mendapuk diri sebgai Penguasa Tunggal. Tidak tanggung-tanggung empat abad, dua wangsa itu saling bertumbukan. Bertumbuhkan di atas Tahta Bhumi Mataram.",Sejarah
